pair_name,pair_1,pair_2,beta,diff,end_cash,high_sigma,low_sigma,lag
XMR/LTC,XMRUSD,LTCUSD,1.5270364926485724,-0.941040289826804,771.7513426925057,2,-3,300
XMR/LTC,XMRUSD,LTCUSD,1.5270364926485724,-0.941040289826804,768.929541035267,2,-1,700
XMR/LTC,XMRUSD,LTCUSD,1.5270364926485724,-0.941040289826804,761.6919027178008,2,-2,72
XMR/LTC,XMRUSD,LTCUSD,1.5270364926485724,-0.941040289826804,760.7554402979355,2,-1,500
SHIB/NEAR,SHIBUSD,NEARUSD,3.73385503299114e-06,-0.4602551314343235,753.2517447990974,4,-4,300
LTC/XMR,LTCUSD,XMRUSD,0.6063129564373205,-1.2237587542474435,753.1797378229015,4,-3,500
LTC/XMR,LTCUSD,XMRUSD,0.6063129564373205,-1.2237587542474435,740.1851238516872,4,-4,500
NEAR/SHIB,NEARUSD,SHIBUSD,255921.29738542784,-0.2348603515693175,727.1977882208511,4,-4,72
AAVE/LTC,AAVEUSD,LTCUSD,1.5700327787561603,-0.5344851868545364,726.4874698440956,3,-3,700
XMR/AAVE,XMRUSD,AAVEUSD,0.8826694585036392,-0.9145400465969736,722.1194812965201,4,-3,700
LINK/AAVE,LINKUSD,AAVEUSD,0.0839738621801392,-0.5573878286806986,708.176577663827,3,-3,500
AAVE/LINK,AAVEUSD,LINKUSD,11.07888047467786,-0.549319139494286,703.8661247607675,4,-2,500
LTC/XMR,LTCUSD,XMRUSD,0.6063129564373205,-1.2237587542474435,702.8610970125135,4,-3,300
AAVE/XLM,AAVEUSD,XLMUSD,824.6207944381999,-2.261462262827941,698.8794120273465,3,-3,500
LTC/XMR,LTCUSD,XMRUSD,0.6063129564373205,-1.2237587542474435,698.808237756707,1,-3,300
AAVE/XMR,AAVEUSD,XMRUSD,0.9425705544462912,-0.6599596685043312,698.573752170066,3,-1,72
NEAR/SHIB,NEARUSD,SHIBUSD,255921.29738542784,-0.2348603515693175,698.3640800853714,3,-4,300
AAVE/XMR,AAVEUSD,XMRUSD,0.9425705544462912,-0.6599596685043312,696.8209480793778,4,-2,72
UNI/XMR,UNIUSD,XMRUSD,0.0636317225193446,-0.1723884656341803,696.5044999772847,1,-2,72
XMR/UNI,XMRUSD,UNIUSD,12.621776456556798,-0.7008694859957951,695.7840065156039,4,-4,72
DOT/LTC,DOTUSD,LTCUSD,0.1236188396829178,-0.4247966851556892,695.3700153261406,3,-4,700
XMR/LTC,XMRUSD,LTCUSD,1.5270364926485724,-0.941040289826804,692.906405295313,2,-4,700
XMR/LTC,XMRUSD,LTCUSD,1.5270364926485724,-0.941040289826804,687.5321449788879,3,-3,700
LINK/UNI,LINKUSD,UNIUSD,1.2263243295516773,-0.1734419356361618,682.7376065526973,3,-1,700
XMR/AAVE,XMRUSD,AAVEUSD,0.8826694585036392,-0.9145400465969736,670.2327340064676,2,-1,72
LTC/AAVE,LTCUSD,AAVEUSD,0.5700140756295089,-0.6082084463267083,659.5916568270438,2,-3,700
LINK/UNI,LINKUSD,UNIUSD,1.2263243295516773,-0.1734419356361618,653.2473098210921,3,-1,500
NEAR/SHIB,NEARUSD,SHIBUSD,255921.29738542784,-0.2348603515693175,644.8414372159555,3,-3,500
XMR/LTC,XMRUSD,LTCUSD,1.5270364926485724,-0.941040289826804,644.8006901241029,2,-3,700
LTC/XMR,LTCUSD,XMRUSD,0.6063129564373205,-1.2237587542474435,639.9287114514539,3,-3,700
LTC/DOT,LTCUSD,DOTUSD,6.73057728414833,-0.8575878653922269,626.2970451842968,4,-2,500
XMR/LTC,XMRUSD,LTCUSD,1.5270364926485724,-0.941040289826804,623.5224303207883,2,-2,700
